prospect_id,rep_id,company_name,company_size,lead_source,product_interest,quarter,created_date,status,meetings_held,closed_date,proposed_value_usd,closed_value_usd
PROS-04784,REP-0097,Nova Networks,201-1000,Website Inquiry,Cloud Storage,Q4 2025,2025-10-16,Won,3,2025-11-17,14500,13600
PROS-04785,REP-0108,Anchor Networks,1-50,Inbound Call,Cloud Compute,Q1 2026,2026-02-02,Won,2,2026-02-22,21600,19100
PROS-04786,REP-0040,Granite Solutions,1000-5000,Conference,Cloud Compute,Q4 2025,2025-12-25,Dead,0,,60100,
PROS-04787,REP-0110,Ironclad Industries,201-1000,Cold Outreach,Cloud Storage,Q4 2025,2025-11-22,Lost,4,2025-12-28,17000,
PROS-04788,REP-0110,Sterling Dynamics,51-200,LinkedIn,Cloud Compute,Q2 2026,2026-06-02,Won,3,2026-06-29,10700,12700
PROS-04789,REP-0011,Wavefront Works,1-50,Cold Outreach,AI Platform,Q2 2026,2026-05-25,Lost,2,2026-06-13,32400,
PROS-04790,REP-0074,Northgate Group,1000-5000,Paid Marketing,Cloud Storage,Q2 2026,2026-05-11,Lost,4,2026-06-29,18900,
PROS-04791,REP-0090,Horizon Solutions,5000+,Cold Outreach,Cloud Storage,Q4 2025,2025-11-29,Dead,2,,41500,
PROS-04792,REP-0103,Granite Networks,51-200,Paid Marketing,AI Platform,Q1 2026,2026-02-02,Lost,2,2026-02-09,87100,
PROS-04793,REP-0009,Lattice Holdings,1000-5000,Website Inquiry,Cloud Compute,Q2 2026,2026-05-16,Lost,5,2026-06-27,24500,
PROS-04794,REP-0040,Lattice Networks,201-1000,LinkedIn,Data Analytics,Q2 2026,2026-04-28,Dead,1,,44400,
PROS-04795,REP-0088,Redshift Networks,1-50,Paid Marketing,Data Analytics,Q1 2026,2026-01-04,Lost,3,2026-01-29,10800,
PROS-04796,REP-0073,Sterling Digital,1000-5000,Inbound Call,Cloud Compute,Q1 2026,2026-02-08,Lost,5,2026-03-11,42800,
PROS-04797,REP-0006,Summit Networks,1000-5000,Conference,Cloud Storage,Q1 2026,2026-03-27,Dead,0,,23800,
PROS-04798,REP-0015,Pulse Networks,1-50,Paid Marketing,AI Platform,Q1 2026,2026-01-25,Dead,0,,63000,
PROS-04799,REP-0098,Anchor Solutions,51-200,Cold Outreach,Cloud Storage,Q4 2025,2025-10-04,Lost,5,2025-11-14,9000,
PROS-04800,REP-0031,Cobalt Solutions,1000-5000,LinkedIn,Security Suite,Q2 2026,2026-05-11,Lost,2,2026-05-31,56700,
PROS-04801,REP-0043,Catalyst Industries,201-1000,Website Inquiry,Cloud Compute,Q2 2026,2026-04-23,Lost,4,2026-05-19,23500,
PROS-04802,REP-0049,Quantum Works,201-1000,Paid Marketing,Cloud Storage,Q1 2026,2026-03-03,Dead,1,,12000,
PROS-04803,REP-0010,Northgate Networks,201-1000,Inbound Call,AI Platform,Q2 2026,2026-04-14,Won,3,2026-05-07,98200,89700
PROS-04804,REP-0076,Sterling Networks,51-200,LinkedIn,Data Analytics,Q1 2026,2026-02-02,Dead,0,,35000,
PROS-04805,REP-0109,Beacon Technologies,51-200,Referral,Cloud Compute,Q4 2025,2025-11-02,Won,4,2025-11-15,28500,30400
PROS-04806,REP-0066,Ember Networks,201-1000,Cold Outreach,Cloud Storage,Q4 2025,2025-10-24,Dead,2,,11100,
PROS-04807,REP-0091,Pulse Holdings,201-1000,Website Inquiry,AI Platform,Q1 2026,2026-01-24,Lost,3,2026-03-11,145800,
PROS-04808,REP-0070,Pulse Works,201-1000,Cold Outreach,Data Analytics,Q1 2026,2026-03-23,Dead,0,,37600,
PROS-04809,REP-0017,Atlas Dynamics,1000-5000,Inbound Call,Data Analytics,Q2 2026,2026-04-05,Won,5,2026-04-26,51900,60500
PROS-04810,REP-0047,Catalyst Partners,201-1000,Paid Marketing,Security Suite,Q4 2025,2025-10-07,Dead,1,,51200,
PROS-04811,REP-0088,Lattice Technologies,51-200,Cold Outreach,Data Analytics,Q4 2025,2025-12-08,Dead,1,,40200,
PROS-04812,REP-0066,Atlas Industries,51-200,Paid Marketing,AI Platform,Q4 2025,2025-11-08,Dead,0,,81400,
PROS-04813,REP-0016,Northgate Dynamics,5000+,Paid Marketing,Security Suite,Q1 2026,2026-03-18,Dead,0,,197300,
PROS-04814,REP-0038,Nimbus Dynamics,201-1000,Conference,Cloud Compute,Q1 2026,2026-01-25,Lost,4,2026-03-10,28300,
PROS-04815,REP-0029,Anchor Holdings,51-200,Inbound Call,Cloud Compute,Q2 2026,2026-06-10,Open,2,,25000,
PROS-04816,REP-0107,Quantum Labs,51-200,Website Inquiry,Security Suite,Q1 2026,2026-02-21,Lost,5,2026-03-09,60900,
PROS-04817,REP-0042,Cobalt Partners,1-50,Paid Marketing,Data Analytics,Q4 2025,2025-10-28,Lost,5,2025-11-17,9800,
PROS-04818,REP-0095,Apex Systems,1-50,Paid Marketing,AI Platform,Q2 2026,2026-05-03,Dead,0,,63100,
PROS-04819,REP-0056,Fusion Group,201-1000,Paid Marketing,Cloud Storage,Q2 2026,2026-04-14,Lost,3,2026-04-27,17400,
PROS-04820,REP-0086,Zenith Systems,201-1000,Inbound Call,Security Suite,Q1 2026,2026-01-21,Lost,4,2026-02-27,49800,
PROS-04821,REP-0057,Nimbus Holdings,1000-5000,Paid Marketing,Cloud Compute,Q4 2025,2025-10-18,Won,4,2025-11-24,32800,32700
PROS-04822,REP-0104,Fusion Group,201-1000,Paid Marketing,AI Platform,Q2 2026,2026-04-15,Dead,0,,125700,
PROS-04823,REP-0095,Vertex Industries,1-50,Paid Marketing,Security Suite,Q4 2025,2025-11-19,Won,2,2025-12-06,45000,38300
PROS-04824,REP-0096,Fusion Networks,201-1000,Inbound Call,Cloud Compute,Q4 2025,2025-12-05,Lost,5,2025-12-14,28100,
PROS-04825,REP-0053,Drift Partners,1-50,Conference,Cloud Storage,Q2 2026,2026-04-21,Lost,3,2026-05-08,5100,
PROS-04826,REP-0011,Orbit Technologies,1-50,Conference,Cloud Storage,Q4 2025,2025-11-29,Dead,1,,4400,
PROS-04827,REP-0043,Vantage Labs,201-1000,Inbound Call,AI Platform,Q2 2026,2026-06-29,Lost,5,2026-06-28,124400,
PROS-04828,REP-0083,Pulse Technologies,1000-5000,Website Inquiry,Cloud Storage,Q4 2025,2025-11-01,Dead,2,,18100,
PROS-04829,REP-0047,Beacon Labs,51-200,Paid Marketing,Cloud Storage,Q1 2026,2026-03-19,Won,5,2026-04-11,8300,9300
PROS-04830,REP-0008,Sterling Group,201-1000,Paid Marketing,Cloud Compute,Q2 2026,2026-06-20,Open,2,,18300,
PROS-04831,REP-0098,Beacon Group,201-1000,Cold Outreach,Cloud Storage,Q1 2026,2026-03-02,Won,3,2026-04-05,18200,16300
PROS-04832,REP-0097,Nova Solutions,201-1000,Website Inquiry,Cloud Compute,Q4 2025,2025-11-21,Dead,0,,20400,
PROS-04833,REP-0004,Cobalt Labs,1-50,Website Inquiry,Cloud Compute,Q2 2026,2026-05-23,Dead,1,,19400,
PROS-04834,REP-0005,Ironclad Group,51-200,Paid Marketing,Data Analytics,Q2 2026,2026-05-21,Lost,3,2026-06-02,23700,
PROS-04835,REP-0029,Apex Digital,1000-5000,Inbound Call,Data Analytics,Q4 2025,2025-11-22,Dead,0,,33200,
PROS-04836,REP-0019,Ridgeline Systems,201-1000,Paid Marketing,Data Analytics,Q1 2026,2026-01-26,Lost,5,2026-02-12,53900,
PROS-04837,REP-0075,Zenith Holdings,201-1000,Inbound Call,Security Suite,Q1 2026,2026-01-01,Lost,5,2026-01-27,42300,
PROS-04838,REP-0095,Lattice Partners,1-50,Inbound Call,Security Suite,Q1 2026,2026-02-26,Won,4,2026-03-16,48100,56500
PROS-04839,REP-0070,Meridian Technologies,201-1000,LinkedIn,Cloud Compute,Q4 2025,2025-12-19,Won,6,2026-01-15,28100,33000
PROS-04840,REP-0071,Solace Labs,201-1000,Conference,Data Analytics,Q1 2026,2026-01-17,Dead,1,,40500,
PROS-04841,REP-0064,Vertex Networks,201-1000,Paid Marketing,Cloud Compute,Q1 2026,2026-02-04,Lost,3,2026-02-19,30000,
PROS-04842,REP-0021,Fusion Labs,201-1000,Website Inquiry,Data Analytics,Q4 2025,2025-10-19,Dead,0,,40400,
PROS-04843,REP-0065,Solace Digital,51-200,Cold Outreach,Security Suite,Q1 2026,2026-03-18,Lost,3,2026-04-30,76500,
PROS-04844,REP-0108,Beacon Labs,1-50,Website Inquiry,Data Analytics,Q4 2025,2025-10-12,Lost,5,2025-10-30,13500,
PROS-04845,REP-0042,Meridian Systems,1-50,Paid Marketing,AI Platform,Q1 2026,2026-01-10,Lost,5,2026-01-25,24200,
PROS-04846,REP-0036,Pulse Labs,201-1000,LinkedIn,AI Platform,Q1 2026,2026-03-31,Dead,0,,84200,
PROS-04847,REP-0098,Drift Industries,1000-5000,Inbound Call,Data Analytics,Q1 2026,2026-02-18,Won,4,2026-03-27,63000,74800
PROS-04848,REP-0092,Pulse Partners,1000-5000,Website Inquiry,Cloud Storage,Q4 2025,2025-12-12,Lost,3,2026-01-28,30900,
PROS-04849,REP-0007,Cobalt Technologies,201-1000,LinkedIn,Security Suite,Q2 2026,2026-06-05,Open,1,,75800,
PROS-04850,REP-0036,Meridian Partners,51-200,Inbound Call,Data Analytics,Q4 2025,2025-10-22,Won,4,2025-12-03,25900,23100
PROS-04851,REP-0074,Redshift Systems,51-200,Paid Marketing,Cloud Storage,Q2 2026,2026-05-25,Lost,4,2026-06-14,10000,
PROS-04852,REP-0077,Wavefront Solutions,1-50,Website Inquiry,Cloud Compute,Q1 2026,2026-02-21,Dead,2,,9700,
PROS-04853,REP-0038,Orbit Labs,201-1000,Website Inquiry,Cloud Storage,Q4 2025,2025-11-08,Lost,4,2025-12-26,8900,
PROS-04854,REP-0035,Horizon Industries,1000-5000,Inbound Call,Cloud Storage,Q1 2026,2026-02-09,Lost,2,2026-04-01,28800,
PROS-04855,REP-0087,Granite Digital,1000-5000,Inbound Call,AI Platform,Q2 2026,2026-05-02,Lost,2,2026-06-20,157100,
PROS-04856,REP-0042,Pulse Dynamics,1-50,Cold Outreach,AI Platform,Q1 2026,2026-02-04,Lost,3,2026-02-13,22200,
PROS-04857,REP-0011,Nimbus Solutions,1-50,Cold Outreach,Data Analytics,Q1 2026,2026-02-20,Won,4,2026-03-07,10500,11800
PROS-04858,REP-0089,Vantage Digital,1-50,LinkedIn,Cloud Compute,Q2 2026,2026-06-09,Open,0,,4900,
PROS-04859,REP-0072,Drift Group,201-1000,Paid Marketing,Data Analytics,Q1 2026,2026-02-11,Dead,0,,18200,
PROS-04860,REP-0076,Redshift Systems,1-50,Paid Marketing,Security Suite,Q1 2026,2026-02-15,Dead,2,,15300,
PROS-04861,REP-0062,Northgate Digital,1-50,Website Inquiry,Security Suite,Q2 2026,2026-05-27,Open,2,,17100,
PROS-04862,REP-0051,Catalyst Networks,5000+,Paid Marketing,Cloud Storage,Q2 2026,2026-06-11,Open,1,,32000,
PROS-04863,REP-0070,Drift Group,201-1000,Website Inquiry,Security Suite,Q1 2026,2026-01-01,Won,3,2026-02-11,62500,64900
PROS-04864,REP-0065,Atlas Technologies,201-1000,Referral,Data Analytics,Q1 2026,2026-03-05,Dead,0,,68100,
PROS-04865,REP-0015,Drift Labs,1-50,Paid Marketing,Security Suite,Q2 2026,2026-06-22,Open,1,,19500,
PROS-04866,REP-0063,Catalyst Dynamics,1-50,Paid Marketing,AI Platform,Q2 2026,2026-04-13,Lost,4,2026-04-21,45900,
PROS-04867,REP-0102,Atlas Networks,1-50,Paid Marketing,Security Suite,Q1 2026,2026-03-03,Won,2,2026-03-27,19000,20000
PROS-04868,REP-0017,Granite Industries,51-200,Conference,AI Platform,Q1 2026,2026-03-11,Dead,0,,53100,
PROS-04869,REP-0064,Granite Digital,1000-5000,Conference,AI Platform,Q2 2026,2026-04-21,Dead,0,,134500,
PROS-04870,REP-0021,Quantum Industries,1-50,Paid Marketing,AI Platform,Q2 2026,2026-04-02,Lost,5,2026-04-25,22500,
PROS-04871,REP-0005,Vertex Technologies,1-50,Conference,Security Suite,Q4 2025,2025-10-25,Dead,0,,18200,
PROS-04872,REP-0035,Nimbus Technologies,1000-5000,LinkedIn,Security Suite,Q1 2026,2026-02-17,Lost,2,2026-03-21,118200,
PROS-04873,REP-0043,Drift Group,201-1000,LinkedIn,Cloud Storage,Q2 2026,2026-06-14,Open,0,,9700,
PROS-04874,REP-0042,Catalyst Industries,1-50,Cold Outreach,Security Suite,Q2 2026,2026-04-03,Won,2,2026-04-12,19900,17800
PROS-04875,REP-0010,Apex Group,201-1000,Cold Outreach,Cloud Storage,Q1 2026,2026-02-03,Lost,2,2026-02-28,9800,
PROS-04876,REP-0082,Drift Technologies,1000-5000,Conference,Cloud Compute,Q2 2026,2026-06-09,Open,0,,28800,
PROS-04877,REP-0080,Cobalt Works,51-200,Paid Marketing,Cloud Compute,Q4 2025,2025-10-24,Lost,3,2025-11-14,10600,
PROS-04878,REP-0091,Pulse Dynamics,1000-5000,Inbound Call,Cloud Storage,Q2 2026,2026-05-15,Lost,3,2026-06-27,19300,
PROS-04879,REP-0072,Apex Networks,51-200,Paid Marketing,AI Platform,Q2 2026,2026-06-02,Open,2,,58200,
PROS-04880,REP-0050,Solace Solutions,1000-5000,Cold Outreach,Cloud Compute,Q2 2026,2026-06-16,Open,0,,41700,
PROS-04881,REP-0006,Vertex Technologies,1000-5000,Cold Outreach,Cloud Storage,Q2 2026,2026-06-29,Open,1,,15700,
PROS-04882,REP-0079,Solace Networks,1-50,Cold Outreach,Cloud Compute,Q2 2026,2026-05-20,Lost,5,2026-06-14,11100,
PROS-04883,REP-0067,Zenith Solutions,1000-5000,Paid Marketing,Cloud Compute,Q4 2025,2025-10-06,Dead,0,,36600,
PROS-04884,REP-0106,Vertex Networks,51-200,LinkedIn,Cloud Compute,Q1 2026,2026-02-08,Dead,0,,25500,
PROS-04885,REP-0028,Drift Partners,51-200,Website Inquiry,Cloud Storage,Q4 2025,2025-12-23,Lost,5,2026-01-13,13500,
PROS-04886,REP-0095,Helix Partners,51-200,LinkedIn,Cloud Storage,Q2 2026,2026-06-06,Open,1,,15300,
PROS-04887,REP-0021,Orbit Industries,201-1000,Paid Marketing,Cloud Compute,Q4 2025,2025-11-02,Lost,4,2025-11-13,17100,
PROS-04888,REP-0026,Helix Dynamics,51-200,LinkedIn,Cloud Storage,Q1 2026,2026-02-08,Dead,1,,12900,
PROS-04889,REP-0094,Zenith Holdings,51-200,LinkedIn,Cloud Compute,Q4 2025,2025-11-28,Dead,0,,21300,
PROS-04890,REP-0109,Lattice Systems,1-50,Cold Outreach,AI Platform,Q2 2026,2026-05-05,Won,3,2026-05-25,53100,52100
PROS-04891,REP-0062,Anchor Digital,1-50,Website Inquiry,AI Platform,Q2 2026,2026-05-15,Lost,3,2026-06-06,33700,
PROS-04892,REP-0063,Fusion Technologies,1-50,Cold Outreach,Cloud Storage,Q4 2025,2025-11-30,Dead,2,,3400,
PROS-04893,REP-0053,Anchor Systems,1-50,Paid Marketing,AI Platform,Q2 2026,2026-04-13,Lost,4,2026-04-23,20000,
PROS-04894,REP-0028,Quantum Industries,51-200,Website Inquiry,Data Analytics,Q2 2026,2026-06-05,Open,2,,18200,
PROS-04895,REP-0077,Zenith Holdings,1-50,Paid Marketing,Data Analytics,Q2 2026,2026-05-08,Lost,2,2026-05-22,10100,
PROS-04896,REP-0033,Quantum Systems,1000-5000,LinkedIn,AI Platform,Q4 2025,2025-12-11,Dead,0,,115900,
PROS-04897,REP-0101,Ember Digital,51-200,Paid Marketing,Cloud Storage,Q4 2025,2025-11-11,Dead,1,,17800,
PROS-04898,REP-0020,Cobalt Industries,1000-5000,Referral,Cloud Storage,Q4 2025,2025-10-17,Lost,2,2025-11-23,16600,
PROS-04899,REP-0015,Anchor Holdings,1-50,Website Inquiry,Data Analytics,Q1 2026,2026-03-28,Dead,0,,23200,
PROS-04900,REP-0015,Zenith Technologies,1-50,Paid Marketing,Cloud Compute,Q4 2025,2025-11-18,Dead,0,,7900,
PROS-04901,REP-0064,Orbit Group,201-1000,Paid Marketing,Security Suite,Q4 2025,2025-11-14,Dead,0,,45300,
PROS-04902,REP-0103,Northgate Digital,1-50,Paid Marketing,Cloud Compute,Q1 2026,2026-03-15,Dead,2,,11100,
PROS-04903,REP-0049,Cobalt Works,201-1000,LinkedIn,Cloud Compute,Q4 2025,2025-11-14,Lost,2,2025-12-29,24600,
PROS-04904,REP-0055,Horizon Group,5000+,Conference,AI Platform,Q2 2026,2026-06-14,Lost,2,2026-06-27,190000,
PROS-04905,REP-0061,Cobalt Solutions,1000-5000,Cold Outreach,Cloud Storage,Q2 2026,2026-04-16,Dead,0,,23600,
PROS-04906,REP-0024,Atlas Partners,1-50,Inbound Call,Cloud Storage,Q1 2026,2026-02-04,Lost,5,2026-02-17,5300,
PROS-04907,REP-0065,Summit Industries,201-1000,Paid Marketing,AI Platform,Q2 2026,2026-04-06,Lost,3,2026-05-12,113300,
PROS-04908,REP-0071,Granite Partners,201-1000,Paid Marketing,Security Suite,Q2 2026,2026-06-05,Open,2,,81900,
PROS-04909,REP-0033,Ember Systems,1000-5000,LinkedIn,Cloud Compute,Q1 2026,2026-03-31,Won,5,2026-05-26,49300,52900
PROS-04910,REP-0027,Granite Works,1000-5000,Paid Marketing,Security Suite,Q2 2026,2026-05-26,Lost,4,2026-06-27,54900,
PROS-04911,REP-0109,Quantum Partners,1-50,LinkedIn,Security Suite,Q2 2026,2026-06-26,Open,1,,42900,
PROS-04912,REP-0004,Redshift Partners,1-50,Website Inquiry,AI Platform,Q1 2026,2026-03-23,Won,4,2026-04-15,49600,46900
PROS-04913,REP-0034,Lattice Works,51-200,Website Inquiry,Data Analytics,Q4 2025,2025-12-02,Dead,0,,15600,
PROS-04914,REP-0054,Helix Technologies,51-200,Paid Marketing,Cloud Compute,Q2 2026,2026-06-12,Open,1,,18200,
PROS-04915,REP-0003,Sterling Labs,1-50,Paid Marketing,Data Analytics,Q1 2026,2026-02-18,Lost,2,2026-03-08,14700,
PROS-04916,REP-0071,Wavefront Works,201-1000,Cold Outreach,Cloud Storage,Q2 2026,2026-05-14,Dead,0,,16200,
PROS-04917,REP-0064,Ember Technologies,201-1000,Website Inquiry,Cloud Compute,Q4 2025,2025-11-23,Dead,0,,19500,
PROS-04918,REP-0070,Sterling Labs,201-1000,Inbound Call,Cloud Compute,Q4 2025,2025-12-31,Lost,4,2026-02-16,31600,
PROS-04919,REP-0044,Catalyst Networks,51-200,Cold Outreach,AI Platform,Q2 2026,2026-06-30,Dead,0,,55800,
PROS-04920,REP-0047,Wavefront Industries,1000-5000,Cold Outreach,Data Analytics,Q2 2026,2026-06-20,Open,3,,47800,
PROS-04921,REP-0020,Drift Partners,1000-5000,Website Inquiry,Cloud Storage,Q4 2025,2025-12-20,Dead,1,,32900,
PROS-04922,REP-0042,Atlas Holdings,51-200,Website Inquiry,Security Suite,Q2 2026,2026-06-22,Open,0,,44100,
PROS-04923,REP-0015,Orbit Networks,51-200,LinkedIn,Cloud Compute,Q4 2025,2025-11-30,Won,3,2025-12-22,20400,23300
PROS-04924,REP-0008,Wavefront Dynamics,51-200,Paid Marketing,Security Suite,Q4 2025,2025-12-11,Lost,3,2026-01-05,25200,
PROS-04925,REP-0059,Horizon Technologies,1-50,Cold Outreach,Cloud Storage,Q2 2026,2026-05-25,Dead,1,,5000,
PROS-04926,REP-0070,Sterling Industries,1000-5000,LinkedIn,Cloud Compute,Q1 2026,2026-03-01,Dead,0,,51200,
PROS-04927,REP-0074,Redshift Works,1000-5000,Website Inquiry,Cloud Compute,Q2 2026,2026-06-12,Open,0,,46700,
PROS-04928,REP-0017,Helix Systems,201-1000,Website Inquiry,AI Platform,Q2 2026,2026-04-21,Lost,5,2026-06-03,73200,
PROS-04929,REP-0104,Helix Industries,5000+,Paid Marketing,Data Analytics,Q2 2026,2026-05-01,Lost,3,2026-06-12,85700,
PROS-04930,REP-0096,Vertex Digital,1-50,Paid Marketing,Cloud Compute,Q4 2025,2025-12-03,Dead,0,,11400,
PROS-04931,REP-0024,Lattice Group,51-200,Cold Outreach,Data Analytics,Q4 2025,2025-11-29,Lost,5,2025-12-10,14400,
PROS-04932,REP-0040,Meridian Holdings,1000-5000,Website Inquiry,Data Analytics,Q1 2026,2026-03-19,Dead,0,,40500,
PROS-04933,REP-0078,Atlas Partners,51-200,Paid Marketing,AI Platform,Q2 2026,2026-05-15,Lost,2,2026-06-14,56300,
PROS-04934,REP-0097,Apex Systems,201-1000,Cold Outreach,Cloud Storage,Q4 2025,2025-10-09,Dead,0,,18400,
PROS-04935,REP-0083,Meridian Networks,51-200,Cold Outreach,Data Analytics,Q1 2026,2026-03-27,Dead,0,,24900,
PROS-04936,REP-0035,Orbit Labs,1000-5000,Cold Outreach,AI Platform,Q2 2026,2026-04-08,Lost,5,2026-05-22,110200,
PROS-04937,REP-0050,Northgate Works,1000-5000,Paid Marketing,AI Platform,Q2 2026,2026-06-04,Open,2,,142200,
PROS-04938,REP-0054,Lattice Networks,201-1000,LinkedIn,AI Platform,Q2 2026,2026-05-19,Won,4,2026-06-13,132900,126200
PROS-04939,REP-0019,Meridian Labs,51-200,Paid Marketing,AI Platform,Q1 2026,2026-03-26,Dead,0,,31200,
PROS-04940,REP-0036,Redshift Solutions,1000-5000,Cold Outreach,Security Suite,Q1 2026,2026-03-29,Dead,0,,140400,
PROS-04941,REP-0087,Pulse Dynamics,1000-5000,LinkedIn,Security Suite,Q1 2026,2026-01-27,Dead,2,,74600,
PROS-04942,REP-0001,Orbit Dynamics,51-200,Cold Outreach,Data Analytics,Q1 2026,2026-01-18,Lost,4,2026-02-27,24500,
PROS-04943,REP-0109,Anchor Works,1-50,Referral,Cloud Compute,Q4 2025,2025-12-19,Lost,2,2026-01-03,11400,
PROS-04944,REP-0077,Apex Dynamics,51-200,Inbound Call,Cloud Storage,Q2 2026,2026-06-30,Won,2,2026-06-30,15800,17300
PROS-04945,REP-0096,Vertex Digital,1-50,LinkedIn,Data Analytics,Q1 2026,2026-03-17,Won,2,2026-04-02,15400,13200
PROS-04946,REP-0051,Drift Systems,1000-5000,Conference,Cloud Compute,Q2 2026,2026-04-21,Dead,1,,21100,
PROS-04947,REP-0058,Atlas Technologies,5000+,Website Inquiry,Cloud Compute,Q1 2026,2026-01-22,Lost,5,2026-02-21,98500,
PROS-04948,REP-0014,Drift Systems,201-1000,Cold Outreach,Security Suite,Q2 2026,2026-04-12,Lost,3,2026-05-31,83100,
PROS-04949,REP-0010,Nimbus Digital,201-1000,Conference,Cloud Compute,Q2 2026,2026-06-17,Lost,4,2026-06-27,25900,
PROS-04950,REP-0096,Atlas Dynamics,201-1000,Conference,Data Analytics,Q4 2025,2025-12-22,Won,2,2026-01-01,26900,28000
PROS-04951,REP-0004,Summit Digital,51-200,Paid Marketing,Data Analytics,Q4 2025,2025-11-06,Lost,2,2025-11-14,48200,
PROS-04952,REP-0103,Catalyst Group,51-200,Website Inquiry,Cloud Compute,Q4 2025,2025-11-03,Dead,0,,18500,
PROS-04953,REP-0109,Cobalt Networks,1-50,Website Inquiry,Security Suite,Q1 2026,2026-01-06,Dead,0,,20900,
PROS-04954,REP-0010,Redshift Digital,51-200,Conference,Cloud Compute,Q1 2026,2026-03-26,Lost,5,2026-04-20,13300,
PROS-04955,REP-0050,Nova Systems,5000+,Website Inquiry,Cloud Compute,Q4 2025,2025-10-27,Lost,5,2026-01-10,73400,
PROS-04956,REP-0052,Beacon Partners,1000-5000,Referral,Cloud Compute,Q4 2025,2025-10-14,Won,7,2025-12-06,56300,54200
PROS-04957,REP-0034,Northgate Group,201-1000,Inbound Call,Data Analytics,Q2 2026,2026-04-05,Dead,0,,43700,
PROS-04958,REP-0029,Drift Labs,201-1000,LinkedIn,Cloud Storage,Q1 2026,2026-03-15,Dead,0,,15700,
PROS-04959,REP-0019,Zenith Industries,201-1000,Cold Outreach,Cloud Compute,Q2 2026,2026-05-08,Won,4,2026-05-26,34600,41000
PROS-04960,REP-0099,Nimbus Group,201-1000,Paid Marketing,AI Platform,Q2 2026,2026-04-23,Lost,3,2026-05-17,165200,
PROS-04961,REP-0012,Lattice Group,201-1000,LinkedIn,Security Suite,Q1 2026,2026-01-27,Lost,3,2026-02-08,44600,
PROS-04962,REP-0031,Fusion Works,1000-5000,LinkedIn,Cloud Compute,Q2 2026,2026-04-27,Lost,3,2026-06-15,32800,
PROS-04963,REP-0108,Horizon Solutions,51-200,Website Inquiry,Data Analytics,Q4 2025,2025-12-09,Dead,0,,25200,
PROS-04964,REP-0025,Vantage Holdings,201-1000,LinkedIn,Cloud Storage,Q1 2026,2026-01-21,Lost,5,2026-02-18,21400,
PROS-04965,REP-0099,Drift Group,1000-5000,Cold Outreach,Cloud Storage,Q2 2026,2026-05-15,Dead,0,,15800,
PROS-04966,REP-0110,Ridgeline Dynamics,201-1000,Cold Outreach,Data Analytics,Q1 2026,2026-03-12,Lost,3,2026-04-04,33900,
PROS-04967,REP-0030,Apex Systems,1000-5000,Cold Outreach,Cloud Compute,Q1 2026,2026-02-07,Lost,4,2026-04-30,41500,
PROS-04968,REP-0034,Cobalt Works,201-1000,Inbound Call,Data Analytics,Q1 2026,2026-01-30,Lost,4,2026-02-25,34100,
PROS-04969,REP-0068,Pulse Partners,51-200,Paid Marketing,Cloud Storage,Q1 2026,2026-03-24,Lost,4,2026-04-26,11800,
PROS-04970,REP-0036,Quantum Labs,1000-5000,Conference,Data Analytics,Q1 2026,2026-02-28,Won,5,2026-03-31,68500,75500
PROS-04971,REP-0021,Apex Digital,1-50,Conference,Cloud Storage,Q4 2025,2025-10-12,Lost,5,2025-11-04,6900,
PROS-04972,REP-0028,Redshift Systems,1-50,Cold Outreach,Cloud Compute,Q4 2025,2025-11-23,Dead,1,,10400,
PROS-04973,REP-0096,Ironclad Industries,1-50,Cold Outreach,Cloud Storage,Q2 2026,2026-05-01,Dead,0,,4800,
PROS-04974,REP-0070,Ember Partners,201-1000,Inbound Call,Security Suite,Q4 2025,2025-12-06,Lost,3,2025-12-24,97800,
PROS-04975,REP-0076,Nimbus Industries,51-200,Paid Marketing,Data Analytics,Q4 2025,2025-12-22,Dead,1,,38900,
PROS-04976,REP-0062,Orbit Dynamics,1-50,Paid Marketing,Cloud Storage,Q2 2026,2026-04-16,Dead,0,,3500,
PROS-04977,REP-0102,Atlas Digital,51-200,Paid Marketing,AI Platform,Q2 2026,2026-05-02,Dead,1,,39700,
PROS-04978,REP-0046,Catalyst Technologies,51-200,Cold Outreach,Cloud Compute,Q2 2026,2026-04-03,Dead,1,,21600,
PROS-04979,REP-0098,Anchor Labs,1000-5000,Paid Marketing,Cloud Storage,Q2 2026,2026-05-31,Open,0,,20200,
PROS-04980,REP-0043,Apex Networks,51-200,Cold Outreach,Security Suite,Q2 2026,2026-05-10,Won,6,2026-06-12,58800,54000
PROS-04981,REP-0030,Helix Labs,1000-5000,Paid Marketing,AI Platform,Q2 2026,2026-04-28,Lost,5,2026-06-30,101400,
PROS-04982,REP-0086,Atlas Works,201-1000,LinkedIn,Cloud Storage,Q1 2026,2026-03-23,Won,6,2026-04-30,12100,11300
PROS-04983,REP-0107,Zenith Industries,201-1000,Website Inquiry,Data Analytics,Q1 2026,2026-02-08,Dead,0,,34800,
PROS-04984,REP-0083,Redshift Technologies,1000-5000,Inbound Call,Cloud Compute,Q4 2025,2025-10-15,Won,4,2025-12-01,53500,49100
PROS-04985,REP-0077,Cobalt Networks,201-1000,LinkedIn,Cloud Storage,Q1 2026,2026-01-12,Lost,2,2026-02-03,21800,
